station,elevation,latitude,longitude,year,Jan_TOBS,Feb_TOBS,Mar_TOBS,Apr_TOBS,May_TOBS,Jun_TOBS,Jul_TOBS,Aug_TOBS,Sep_TOBS,Oct_TOBS,Nov_TOBS,Dec_TOBS,Annual_TOBS,Jan_TMIN,Feb_TMIN,Mar_TMIN,Apr_TMIN,May_TMIN,Jun_TMIN,Jul_TMIN,Aug_TMIN,Sep_TMIN,Oct_TMIN,Nov_TMIN,Dec_TMIN,Annual_TMIN,Jan_TMAX,Feb_TMAX,Mar_TMAX,Apr_TMAX,May_TMAX,Jun_TMAX,Jul_TMAX,Aug_TMAX,Sep_TMAX,Oct_TMAX,Nov_TMAX,Dec_TMAX,Annual_TMAX,Jan_PRCP,Feb_PRCP,Mar_PRCP,Apr_PRCP,May_PRCP,Jun_PRCP,Jul_PRCP,Aug_PRCP,Sep_PRCP,Oct_PRCP,Nov_PRCP,Dec_PRCP,Annual_PRCP,Jan_SNOW,Feb_SNOW,Mar_SNOW,Apr_SNOW,May_SNOW,Jun_SNOW,Jul_SNOW,Aug_SNOW,Sep_SNOW,Oct_SNOW,Nov_SNOW,Dec_SNOW,Annual_SNOW,Jan_SNWD,Feb_SNWD,Mar_SNWD,Apr_SNWD,May_SNWD,Jun_SNWD,Jul_SNWD,Aug_SNWD,Sep_SNWD,Oct_SNWD,Nov_SNWD,Dec_SNWD,Annual_SNWD
US1FLHM0002,38.1,30.5641,-83.194,2010.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.996875,3.975,3.8625,1.45703125,3.26875,7.175,2.6390625,4.98125,4.128125,0.112890625,0.31328125,2.896875,3.21875,,,,,,,,,,,,,,,,,,,,,,,,,,
US1FLHM0002,38.1,30.5641,-83.194,2011.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.828125,2.5828125,3.903125,2.4796875,0.712890625,2.496875,3.8,4.425,2.8171875,1.8640625,1.18671875,2.0640625,2.7734375,,,,,,,,,,,,,,,,,,,,,,,,,,
US1FLMS0002,39.9,30.5843,-83.3775,2009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.59296875,1.41875,2.5078125,5.696875,4.05,5.371875,4.090625,6.23125,1.634375,2.1359375,2.6765625,7.33125,3.784375,,,,,,,,,,,,,,,,,,,,,,,,,,
US1FLMS0002,39.9,30.5843,-83.3775,2010.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.925,4.5875,3.646875,1.14296875,5.21875,4.721875,5.603125,7.64375,6.284375,0.93359375,0.86171875,2.0171875,3.86875,,,,,,,,,,,,,,,,,,,,,,,,,,
US1FLSW0001,32.9,30.2985,-82.9818,2009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.390625,1.1640625,1.28671875,5.85,2.6265625,3.0640625,3.0609375,6.340625,2.1734375,1.9,1.334375,5.21875,3.0484375,,,,,,,,,,,,,,,,,,,,,,,,,,
US1FLSW0001,32.9,30.2985,-82.9818,2011.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.15625,2.9640625,4.41875,0.94453125,0.287109375,3.8375,3.784375,3.646875,3.8125,4.35625,2.6828125,1.821875,3.1265625,,,,,,,,,,,,,,,,,,,,,,,,,,
US1FLSW0002,38.1,30.3922,-83.0876,2008.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6,3.253125,1.09296875,3.4,1.803125,4.228125,4.425,7.575,0.596484375,1.9921875,0.6890625,2.29375,2.903125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
US1FLSW0002,38.1,30.3922,-83.0876,2009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.215625,1.6109375,1.6390625,6.59375,2.325,4.89375,5.1875,4.875,4.19375,0.712890625,1.26640625,7.3375,3.553125,,,,,,,,,,,,,,,,,,,,,,,,,,
US1FLSW0002,38.1,30.3922,-83.0876,2010.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.2375,3.65625,3.2625,0.73671875,6.2,5.078125,2.7328125,5.884375,1.2,0.238671875,0.99609375,1.603125,3.1546875,,,,,,,,,,,,,,,,,,,,,,,,,,
US1FLSW0002,38.1,30.3922,-83.0876,2011.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.325,3.221875,3.690625,2.6359375,0.89375,3.1828125,3.609375,2.9296875,3.171875,2.9078125,2.1734375,2.3734375,3.0078125,,,,,,,,,,,,,,,,,,,,,,,,,,
US1FLSW0002,38.1,30.3922,-83.0876,2012.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0578125,1.8671875,4.6125,2.1671875,0.769921875,6.175,3.8875,4.803125,4.684375,2.61875,0.256640625,2.321875,3.0046875,,,,,,,,,,,,,,,,,,,,,,,,,,
US1GAAT0002,57.3,31.3382,-82.8172,2009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0875,1.75,1.57890625,3.875,7.125,2.7640625,3.1515625,8.69375,1.33359375,1.746875,2.09375,7.1625,3.5875,,,,,,,,,,,,,,,,,,,,,,,,,,
US1GAAT0002,57.3,31.3382,-82.8172,2010.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.51875,2.8390625,3.21875,1.3,3.015625,6.040625,3.534375,8.30625,3.925,0.437890625,1.1203125,1.5390625,3.31875,,,,,,,,,,,,,,,,,,,,,,,,,,
US1GAAT0002,57.3,31.3382,-82.8172,2011.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.509375,3.428125,4.10625,2.5734375,0.490234375,2.15,6.26875,3.796875,3.1265625,3.0546875,1.36328125,0.7453125,2.7984375,,,,,,,,,,,,,,,,,,,,,,,,,,
US1GAAT0002,57.3,31.3382,-82.8172,2012.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.190625,4.48125,1.046875,1.8703125,3.93125,6.64375,2.5359375,8.28125,3.43125,0.9609375,0.743359375,3.675,3.225,,,,,,,,,,,,,,,,,,,,,,,,,,
US1GABD0001,115.5,32.9972,-83.1998,2009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.25,0.6890625,4.85625,6.0375,4.334375,2.553125,1.58671875,3.4375,7.18125,5.121875,1.596875,7.51875,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,
US1GABD0001,115.5,32.9972,-83.1998,2010.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.46875,2.996875,2.590625,2.209375,3.1296875,6.43125,2.9375,6.328125,3.36875,0.91640625,1.0296875,1.95625,3.23125,,,,,,,,,,,,,,,,,,,,,,,,,,
US1GABD0001,115.5,32.9972,-83.1998,2011.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.584375,3.625,3.675,2.009375,0.93203125,2.7,1.6453125,1.509375,2.709375,2.19375,2.6140625,2.2671875,2.353125,,,,,,,,,,,,,,,,,,,,,,,,,,
US1GABD0001,115.5,32.9972,-83.1998,2012.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8390625,2.5828125,1.4828125,0.91328125,1.9125,1.859375,3.53125,6.99375,1.2734375,0.89375,1.6859375,2.7859375,2.321875,,,,,,,,,,,,,,,,,,,,,,,,,,
US1GABL0001,103.9,32.363,-83.33,2012.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7328125,2.8890625,1.5484375,0.746484375,1.40703125,3.371875,2.1453125,2.5734375,2.3359375,21.6,0.88984375,3.86875,2.1921875,,,,,,,,,,,,,,,,,,,,,,,,,,
US1GACF0001,71.0,31.4912,-82.8908,2009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.37421875,0.63203125,2.0734375,7.98125,5.8,1.41640625,2.159375,7.06875,1.04140625,2.7390625,1.9328125,6.55625,3.425,,,,,,,,,,,,,,,,,,,,,,,,,,
US1GACF0001,71.0,31.4912,-82.8908,2010.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.84375,2.5921875,2.1421875,2.496875,2.646875,4.353125,3.1640625,4.18125,3.1328125,0.456640625,1.21328125,1.7390625,2.7546875,,,,,,,,,,,,,,,,,,,,,,,,,,
US1GACF0001,71.0,31.4912,-82.8908,2011.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.490625,3.215625,3.234375,2.8734375,0.583984375,2.753125,2.3578125,1.01640625,2.4703125,2.5484375,0.9171875,1.03984375,2.1109375,,,,,,,,,,,,,,,,,,,,,,,,,,
US1GACF0001,71.0,31.4912,-82.8908,2012.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.196875,3.065625,0.733203125,1.659375,2.5859375,3.8375,3.63125,7.06875,2.171875,1.05859375,0.783203125,3.31875,2.628125,,,,,,,,,,,,,,,,,,,,,,,,,,
US1GACF0003,94.2,31.7155,-82.9378,2009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.12578125,0.3,2.5328125,4.49375,6.128125,3.55625,1.5,7.0375,1.8140625,1.8796875,1.215625,6.98125,3.375,,,,,,,,,,,,,,,,,,,,,,,,,,
US1GACF0003,94.2,31.7155,-82.9378,2010.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.809375,2.8,2.7703125,4.55625,2.8,3.29375,5.559375,5.66875,1.7796875,0.3068359375,1.01640625,1.884375,3.1265625,,,,,,,,,,,,,,,,,,,,,,,,,,
US1GACF0003,94.2,31.7155,-82.9378,2011.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5546875,2.428125,3.384375,1.53359375,0.62578125,3.30625,3.453125,1.37421875,3.409375,2.4328125,1.1,1.36484375,2.24375,,,,,,,,,,,,,,,,,,,,,,,,,,
US1GACF0003,94.2,31.7155,-82.9378,2012.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1515625,3.63125,1.690625,1.18671875,2.90625,3.23125,3.978125,5.328125,2.9171875,0.47109375,0.81328125,3.1484375,2.5359375,,,,,,,,,,,,,,,,,,,,,,,,,,
US1GADG0002,99.7,32.2021,-83.1662,2010.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.134375,2.696875,2.1625,1.8796875,4.984375,4.13125,3.45625,4.71875,2.803125,0.787109375,2.3140625,1.57734375,3.1203125,,,,,,,,,,,,,,,,,,,,,,,,,,
US1GADG0002,99.7,32.2021,-83.1662,2011.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.484375,5.003125,4.09375,0.846875,1.0,0.518359375,2.2515625,1.10625,1.41640625,1.065625,2.50625,1.8921875,2.1125,,,,,,,,,,,,,,,,,,,,,,,,,,
US1GADG0003,81.7,32.2497,-83.1414,2010.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.4375,2.4609375,2.45,1.7203125,5.13125,3.040625,1.9515625,5.534375,2.7171875,0.762109375,1.6484375,1.4453125,2.93125,,,,,,,,,,,,,,,,,,,,,,,,,,
US1GADG0003,81.7,32.2497,-83.1414,2011.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.778125,6.14375,4.065625,1.03671875,0.82265625,3.509375,4.359375,1.18203125,1.759375,3.05625,2.365625,0.50859375,2.728125,,,,,,,,,,,,,,,,,,,,,,,,,,
US1GADG0004,104.5,32.0791,-83.0949,2011.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.75625,3.475,4.171875,1.1265625,0.83515625,2.2390625,2.7515625,2.396875,1.44609375,1.6390625,2.0296875,1.878125,2.3234375,,,,,,,,,,,,,,,,,,,,,,,,,,
US1GADG0004,104.5,32.0791,-83.0949,2012.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.41328125,3.225,4.53125,0.73671875,2.2359375,4.9125,3.521875,4.89375,2.140625,0.744140625,1.55703125,3.871875,2.8375,,,,,,,,,,,,,,,,,,,,,,,,,,
US1GAEM0001,80.8,32.6006,-82.3227,2010.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.703125,2.7578125,2.78125,1.990625,5.103125,3.50625,4.071875,6.575,3.515625,1.190625,1.0203125,1.9453125,3.178125,,,,,,,,,,,,,,,,,,,,,,,,,,
US1GAEM0001,80.8,32.6006,-82.3227,2011.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.50625,5.528125,3.403125,1.20703125,1.3546875,3.590625,3.190625,2.1734375,2.853125,2.178125,1.33671875,1.48359375,2.546875,,,,,,,,,,,,,,,,,,,,,,,,,,
US1GAJN0003,169.2,33.0709,-83.4275,2009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.53203125,2.2890625,3.60625,5.9,3.81875,1.89375,1.36484375,5.353125,6.93125,5.69375,1.4484375,7.6,3.953125,,,,,,,,,,,,,,,,,,,,,,,,,,
US1GAJN0003,169.2,33.0709,-83.4275,2010.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.634375,3.1578125,4.0375,1.953125,4.146875,4.56875,3.971875,2.9265625,4.8375,1.303125,1.4171875,2.096875,3.25,,,,,,,,,,,,,,,,,,,,,,,,,,
US1GAJN0003,169.2,33.0709,-83.4275,2011.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.51875,3.48125,4.94375,2.4375,0.83984375,2.15625,2.009375,0.1806640625,3.309375,1.796875,1.7828125,2.884375,2.353125,,,,,,,,,,,,,,,,,,,,,,,,,,
US1GAJN0003,169.2,33.0709,-83.4275,2012.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.703125,2.425,1.51328125,0.896875,2.35625,2.653125,3.88125,4.603125,2.85,1.1765625,1.50703125,4.26875,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,
US1GALN0001,61.9,31.1319,-83.1354,2009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.07421875,2.6890625,3.678125,2.8078125,4.796875,4.128125,3.0484375,4.3375,1.56328125,3.303125,2.621875,7.5375,3.4875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.765625,0.6005859375
US1GALN0001,61.9,31.1319,-83.1354,2010.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.021875,3.771875,2.89375,1.11015625,6.79375,3.1,4.371875,6.575,2.259375,0.761328125,4.0625,2.4515625,3.5875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
US1GALR0001,56.7,32.4642,-82.9861,2009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.31484375,1.19609375,3.996875,6.41875,3.95625,3.065625,0.85,4.121875,3.2375,4.640625,3.775,9.15625,3.790625,,,,,,,,,,,,,,,,,,,,,,,,,,
US1GALR0001,56.7,32.4642,-82.9861,2010.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.575,2.7328125,3.35625,1.759375,4.75625,7.5375,2.0265625,6.5125,4.309375,1.46796875,1.9109375,1.11015625,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,
US1GALR0001,56.7,32.4642,-82.9861,2012.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7171875,3.2375,2.2875,1.1390625,1.6171875,4.603125,4.90625,5.2,1.471875,1.1796875,1.6734375,4.728125,2.8671875,,,,,,,,,,,,,,,,,,,,,,,,,,
US1GALR0003,94.8,32.2827,-82.9046,2009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.17109375,0.548046875,4.203125,7.25625,4.5375,2.9203125,2.7328125,5.61875,4.528125,3.503125,2.771875,7.96875,3.925,,,,,,,,,,,,,,,,,,,,,,,,,,
US1GALR0003,94.8,32.2827,-82.9046,2010.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.76875,3.1828125,2.5140625,2.13125,6.98125,2.80625,1.246875,2.9390625,2.6,0.0,1.51015625,1.603125,2.9625,,,,,,,,,,,,,,,,,,,,,,,,,,
US1GALR0003,94.8,32.2827,-82.9046,2011.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.81875,2.8734375,4.665625,0.80703125,0.72265625,2.428125,3.684375,1.9796875,5.290625,1.38671875,0.9171875,1.47421875,2.546875,,,,,,,,,,,,,,,,,,,,,,,,,,
US1GALR0004,81.1,32.4212,-82.7164,2010.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.96875,2.890625,2.0890625,1.21015625,2.6625,2.5140625,2.4703125,2.8640625,1.903125,0.458203125,1.4703125,1.39375,2.09375,,,,,,,,,,,,,,,,,,,,,,,,,,
US1GALR0004,81.1,32.4212,-82.7164,2011.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.415625,5.346875,2.5453125,0.97578125,2.1671875,3.990625,3.29375,1.9875,1.55,1.5484375,1.5734375,1.56328125,2.503125,,,,,,,,,,,,,,,,,,,,,,,,,,
US1GALW0001,56.1,30.9496,-83.3338,2009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.31953125,2.4859375,1.75625,4.071875,3.909375,3.846875,4.35625,4.925,1.790625,2.79375,2.096875,8.83125,3.39375,,,,,,,,,,,,,,,,,,,,,,,,,,
US1GALW0001,56.1,30.9496,-83.3338,2010.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.16875,3.95,3.31875,1.69375,2.3,4.159375,3.465625,2.525,3.0234375,0.3033203125,1.04296875,2.19375,2.53125,,,,,,,,,,,,,,,,,,,,,,,,,,
US1GALW0001,56.1,30.9496,-83.3338,2011.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9234375,3.24375,4.19375,1.0,0.0,3.603125,3.7625,3.196875,1.6609375,3.0734375,4.3625,1.1,2.725,,,,,,,,,,,,,,,,,,,,,,,,,,
US1GALW0004,49.1,30.683,-83.236,2009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.42890625,1.0609375,2.11875,2.340625,3.5,4.09375,2.2640625,4.10625,3.1140625,3.0234375,1.640625,7.275,3.009375,,,,,,,,,,,,,,,,,,,,,,,,,,
US1GALW0004,49.1,30.683,-83.236,2010.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.390625,3.515625,3.19375,3.1234375,3.665625,3.34375,3.0359375,5.45625,1.8140625,0.2291015625,0.553515625,2.190625,3.0546875,,,,,,,,,,,,,,,,,,,,,,,,,,
US1GALW0004,49.1,30.683,-83.236,2011.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.6875,2.575,2.259375,2.840625,1.37421875,2.55,3.78125,2.553125,1.9828125,3.0609375,0.75,2.3734375,2.6296875,,,,,,,,,,,,,,,,,,,,,,,,,,
US1GALW0004,49.1,30.683,-83.236,2012.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.18125,1.36015625,1.1265625,1.21640625,2.7671875,6.9875,4.384375,7.4,4.5625,0.612890625,0.3068359375,2.6203125,2.9859375,,,,,,,,,,,,,,,,,,,,,,,,,,
US1GALW0005,67.1,30.8112,-83.3432,2009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2390625,1.25546875,3.475,6.43125,3.365625,3.7,4.49375,3.63125,2.703125,1.83125,2.7859375,7.3125,3.5625,,,,,,,,,,,,,,,,,,,,,,,,,,
US1GALW0005,67.1,30.8112,-83.3432,2010.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.7875,4.378125,3.0125,1.28046875,4.515625,2.628125,3.8125,3.965625,5.434375,0.604296875,0.88046875,2.6109375,3.33125,,,,,,,,,,,,,,,,,,,,,,,,,,
US1GALW0008,69.8,30.8859,-83.2979,2010.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.39375,4.35625,3.153125,2.7953125,2.6875,3.703125,1.665625,7.5375,5.765625,0.2966796875,0.9,1.790625,3.1734375,,,,,,,,,,,,,,,,,,,,,,,,,,
US1GALW0008,69.8,30.8859,-83.2979,2011.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3125,3.94375,4.14375,2.8671875,1.084375,2.85625,5.06875,3.61875,3.5375,3.765625,3.321875,1.4359375,3.2625,,,,,,,,,,,,,,,,,,,,,,,,,,
US1GAPT0002,160.9,33.3256,-83.2673,2009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9734375,3.684375,4.85625,4.990625,2.990625,2.50625,0.72265625,2.984375,7.3125,5.475,1.1484375,6.8375,3.759375,,,,,,,,,,,,,,,,,,,,,,,,,,
US1GATF0006,100.0,31.4615,-83.4178,2009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8453125,0.535546875,2.55,5.4125,6.475,0.2125,4.28125,4.678125,1.8,2.3171875,2.5578125,6.328125,3.3875,,,,,,,,,,,,,,,,,,,,,,,,,,
